序号,采购人,合同名称,分类,理由
5506,庆阳广播电视台,庆阳广播电视台所需设备,协调能力,组织广播电视服务
5507,黄河水利委员会水文局,黄委水情分中心维护技术服务合同书,协调能力,组织水文服务
5508,黄河水利委员会水文局,黄河水利委员会水文局黄河水利委员会水文局小浪底库区淤积断面测量、测船大修项目,协调能力,组织水文服务
5509,积石山县教育局,积石山县教育局学生课桌椅何学生用床采购项目采购合同,协调能力,组织教育服务
5510,静宁县公安消防大队,静宁县公安消防大队电子屏、调度监控、钢结构训练塔采购项目三包,合规能力,增强消防执法能力
5511,国家测绘地理信息局四川基础地理信息中心,国家测绘地理信息局四川基础地理信息中心大幅面打印纸采采购项目,协调能力,组织测绘服务
5512,中国地质环境监测院,太原盆地地下水开采量调查与地裂缝监测网工作方案,协调能力,组织地质监测服务
5513,定西市安定区教育体育局,定西市安定区教育体育局薄改项目教学设备（计算机教室和多媒体设备）政府采购合同,协调能力,组织教育服务
5514,酒泉经济技术开发区管委会,酒泉经济技术开发区管委会办公大楼LED字牌制作安装项目合同,协调能力,组织开发区服务
5515,松辽水利委员会察尔森水库管理局,泄洪工程施工合同,协调能力,组织水利服务
5516,甘肃省发展和改革委员会,甘肃省产业引导股权投资基金专业受托管理机构项目,协调能力,组织发展改革服务
5517,水利部交通运输部国家能源局南京水利科学研究院,维护合同,协调能力,组织水利科研服务
5518,定西市安定区称钩驿镇人民政府,定西市安定区称钩驿镇人民政府白杨村良种羊引进项目合同书,协调能力,组织乡镇服务
5519,静宁县贾河乡人民政府,静宁县贾河乡一事一议村级公益事业剪岔村村内道路财政奖补项目,协调能力,组织乡村基础设施建设
5520,东乡族自治县教育局,东乡族自治县教育局青少年学生校外活动办公器材采购项目购销合同,协调能力,组织教育服务
5521,国家税务总局,税务系统省级基础设施运维配置管理及技术审计系统升级完善项目合同合同,提取能力,增强税务运维能力
5522,海关总署物资装备采购中心,缉私局公安政治工作信息系统服务项目合同书,提取能力,增强海关缉私能力
5523,渭源县人民防空办公室,渭源县人防地面应急指挥中心维修改造项目采购合同,协调能力,组织人防服务
5524,云南省大气探测技术保障中心,能见度仪采购合同书,协调能力,组织气象服务
5525,中国科学院广州生物医药与健康研究院,中国科学院广州生物医药与健康研究院视频会议终端采购项目,协调能力,组织科研服务
5526,国家图书馆,国家图书馆2015年度书刊报加工服务采购项目合同（1）,协调能力,组织公共文化服务
5527,临洮县教体局,临洮县教体局2015年幼儿园教学设备图书政府采购合同,协调能力,组织教育服务
5528,康乐县公安局,康乐县公安局交警大队办公楼监控采购安装合同,合规能力,增强公安信息化能力
5529,定西市安定区教育体育局,定西市安定区教育体育局报告项目电子教学设备政府采购合同,协调能力,组织教育服务
5530,景泰县旅游局,景泰县寿鹿山旅游基础设施建设项目环评编制项目,协调能力,组织旅游服务
5531,中国科学院广州地球化学研究所,激光氨气在线分析仪/2.7L苏码罐,协调能力,组织科研服务
5532,定西市安定区畜牧兽医局,定西市安定区2014年巩固退耕还林成果后续产业专项规划畜牧项目良种牛引进政府采购合同,协调能力,组织畜牧服务
5533,定西市安定区鲁家沟镇,定西市安定区鲁家沟镇将台村文化剧场建设项目施工合同书,协调能力,组织乡村文化服务
5534,国家海洋技术中心,国家海洋技术中心空调采购项目,协调能力,组织海洋技术服务
5535,定西市安定区环境卫生管理站,定西市安定区环境卫生管理站工程自卸车政府采购合同,协调能力,组织环卫服务
5536,岷县环保局,岷县环保局环保什么政府采购项目,协调能力,组织环保服务
5537,临洮县农发办,临洮县农发办2014年和2015年世界银行贷款可持续发展农业项目部分工程货物政府采购合同,协调能力,组织农业开发服务
5538,旬阳县国家税务局,陕西省建设工程施工合同,提取能力,支持税务工作
5539,中华人民共和国银川海关,后厨设备采购及安装合同,提取能力,支持海关工作
5540,甘肃省广电总台,甘肃省广电总台高清综合制作系统采购项目,协调能力,组织广播电视服务
5541,酒泉市教育局玉门油田分局,酒泉市教育局玉门油田分局视频监控系统采购项目合同,协调能力,组织教育服务
5542,酒泉市肃州区畜牧兽医局,酒泉市肃州区畜牧兽医局2013年肃州区草原植被与生态恢复梭梭移栽项目合同,协调能力,组织畜牧服务
5543,中国科学院心理研究所,中国科学院心理研究所台式机网上竞价合同,协调能力,组织科研服务
5544,渭源县公安局,渭源县公安局枪弹柜购置项目供货合同,合规能力,增强公安装备能力
5545,云南省陆良县国家税务局,云南省曲靖市陆良县国家税务局廉政文化宣教室装修合同,提取能力,支持税务工作
5546,中国疾病预防控制中心职业卫生与中毒控制所,中国疾病预防控制中心职业卫生与中毒控制所上网行为管理设备采购项目供货合同,协调能力,组织疾病防控服务
5547,定西市安定区教育体育局,定西市安定区教育体育局中小学课桌椅采购项目购置合同,协调能力,组织教育服务
5548,商务部机关服务局,中央单位批量集中采购简易合同,协调能力,组织商务服务
5549,中国科学院数学与系统科学研究院,中国科学院数学与系统科学研究院台式计算机采购项目,协调能力,组织科研服务
5550,枹罕镇人民政府,枹罕镇扶贫资金良种羊采购项目,协调能力,组织扶贫服务
5551,静宁县李店镇人民政府,静宁县李店镇王沟村贫困村村组道路硬化项目,协调能力,组织乡村基础设施建设
5552,景泰县农业综合开发办,景泰县农业综合开发办科技措施农用物资项目,协调能力,组织农业开发服务
5553,渭源县农村能源开发办公室,渭源县农村能源开发办公室2014年巩固退耕还林成果专项规划农村能源工程太阳能热水器采购项目供货合同,协调能力,组织农村能源服务
5554,中国银行业监督管理委员会北京监管局,北京银监局2015内部资料印刷项目,合规能力,支持金融监管工作
5555,通渭县教育局北城区幼儿园,通渭县教育局北城区幼儿园幼教玩教具和办公教学器材采购项目第二次,协调能力,组织幼教服务
5556,四川省泸州市粮食局,444444,协调能力,支持粮食管理服务
5557,中央国家机关政府采购中心,中央单位批量集中采购简易合同,协调能力,组织政府采购服务
5558,静宁县贾河乡人民政府,静宁县财政专项扶贫资金贾河乡剪岔村道路、桥涵、服务中心建设项目二包,协调能力,组织扶贫服务
5559,金塔县中东镇人民政府,金塔县中东镇人民政府集镇基础设施建设项目,协调能力,组织乡镇基础设施建设
5560,文化部全国公共文化发展中心,惠农资源、社区资源许可使用合同,协调能力,组织公共文化服务
5561,中国银行业监督管理委员会甘肃监管局,中央单位批量集中采购简易合同,合规能力,支持金融监管工作
5562,庆阳市人民医院,庆阳市人民医院所需设备,协调能力,组织医疗卫生服务
5563,甘肃省山洪灾害防治省级项目建设管理办公室（甘肃省抗旱防汛指挥部办公室）,甘肃省山洪灾害防治非工程措施项目试运行情况分析研究项目,协调能力,组织防灾减灾服务
5564,静宁县经营管理站,静宁县农村土地承包经营权确权登记颁证项目一包,协调能力,组织农业服务
5565,静宁县八里镇人民政府,静宁县2015年八里镇靳坪村整村推进村信息化服务中心建设项目,协调能力,组织乡村信息化服务
5566,黄河水利委员会水文局,黄委11处水文测站改建工程第四标段（巴彦高勒、头道拐水文设施建设及头道拐水文站采暖设施）工程施工合同,协调能力,组织水文服务
5567,中央国家机关政府采购中心,中央国家机关政府集中采购电子验收单,协调能力,组织政府采购服务
5568,定西市第二人民医院,定西市安定人民医院医疗设备及康复器材政府采购合同,协调能力,组织医疗卫生服务
5569,中国科学院广州地球化学研究所,稳定同位素比值质谱仪/全自动比表面及孔径分析仪/傅立叶变换红外光谱仪,协调能力,组织科研服务
5570,宁波市国家税务局,宁波市国家税务局软件运维服务项目第1包,提取能力,增强税务信息化能力
5571,国家税务总局,外部门数据交换与数据处理项目合同,提取能力,增强税务数据交换能力
5572,黄河水利委员会水文局,黄委基层水文测站采暖设施建设项目空调采购,协调能力,组织水文服务
5573,临洮县农技中心,临洮县2015年旱作农业项目农机具政府采购合同,协调能力,组织农业技术服务
